module	symbol	disposition	purpose	production_consumers	test_consumers
workbook/inspector/presentation/WorkbookInspectorActions.tsx	WorkbookInspectorActionButton	KEEP named boundary	Inspector action groups, contextual actions, and accessible action buttons	workbook/components/WorkbookActiveSurfaceFrame.tsx; workbook/components/WorkbookAuthoringReferenceControl.tsx; workbook/components/WorkbookAuthoringReferencePicker.tsx; workbook/components/WorkbookBatchRecordChoices.tsx; workbook/components/WorkbookBatchRecovery.tsx; workbook/components/WorkbookCandidateBrowsing.tsx; workbook/components/WorkbookCandidateSelection.tsx; workbook/components/WorkbookQueueOverflowNotice.tsx; workbook/components/WorkbookRecoveryPanel.tsx; workbook/components/WorkbookReferenceControl.tsx; workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/coordination/ContextualCreateForm.tsx; workbook/features/coordination/ContextualCreateRecovery.tsx; workbook/features/coordination/ContextualReferenceControl.tsx; workbook/features/coordination/CoordinationCreateForm.tsx; workbook/features/coordination/CoordinationCreateRecovery.tsx; workbook/features/coordination/CoordinationWorkflowBindings.tsx; workbook/features/coordination/DecisionSupersessionEditor.tsx; workbook/features/coordination/WorkbookDecisionSupersessionRecovery.tsx; workbook/features/entities/WorkbookEntityMergeRecovery.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/evidence/RelatedEvidencePartyControl.tsx; workbook/features/evidence/TimelineRelatedEvidenceForm.tsx; workbook/features/evidence/TimelineRelatedEvidenceRecovery.tsx; workbook/features/generic/GenericInspectorReferenceSummary.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/features/indicators/IndicatorCanonicalAuthoring.tsx; workbook/features/indicators/IndicatorCreateFromObservation.tsx; workbook/features/indicators/IndicatorCreateOperationStatus.tsx; workbook/features/indicators/IndicatorLifecycleOperationStatus.tsx; workbook/features/indicators/IndicatorLifecycleSupportPicker.tsx; workbook/features/indicators/IndicatorLifecycleWorkflow.tsx; workbook/features/indicators/ObservationCaptureEditor.tsx; workbook/features/indicators/ObservationDetails.tsx; workbook/features/indicators/ObservationOperationStatus.tsx; workbook/features/indicators/ObservationPagingFeedback.tsx; workbook/features/notes/NoteAssociationPanel.tsx; workbook/features/notes/NoteAssociationRecovery.tsx; workbook/features/notes/NoteCreateForm.tsx; workbook/features/notes/NoteCreateRecovery.tsx; workbook/features/notes/NoteSheetAuthoring.tsx; workbook/features/notes/NoteSourceControl.tsx; workbook/features/ordinary/OrdinaryCreateNotice.tsx; workbook/features/parties/PartyLinkControls.tsx; workbook/features/parties/PartyLinkPanel.tsx; workbook/features/parties/PartyLinkRecovery.tsx; workbook/history/HistoryLookupFeedback.tsx; workbook/history/WorkbookHistoryRecovery.tsx; workbook/history/WorkbookHistoryReview.tsx; workbook/inspector/InspectorCreateRelatedWorkflow.tsx; workbook/inspector/WorkbookExplicitPatchRecovery.tsx; workbook/inspector/WorkbookInspectorDetails.tsx; workbook/inspector/WorkbookInspectorDraftFeedback.tsx; workbook/inspector/WorkbookInspectorEditControl.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/WorkbookInspectorSavedDetails.tsx; workbook/inspector/WorkbookRecordHistoryPresentation.tsx; workbook/inspector/presentation/WorkbookInspectorFeedback.tsx; workbook/inspector/presentation/WorkbookInspectorShell.tsx; workbook/timeline/actions/TimelineCaptureRecovery.tsx; workbook/timeline/actions/TimelineMentionRecovery.tsx; workbook/timeline/actions/TimelineSupersessionEditor.tsx; workbook/timeline/components/TimelineInspectorDetails.tsx; workbook/timeline/components/TimelineMentionActionControls.tsx	none
workbook/inspector/presentation/WorkbookInspectorActions.tsx	WorkbookInspectorDisabledReasonMessage	KEEP named boundary	Inspector action groups, contextual actions, and accessible action buttons	workbook/inspector/WorkbookInspectorContextualActions.tsx	none
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorCompactMetadata	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/inspector/presentation/WorkbookInspectorShell.tsx	none
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorTechnicalDetails	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/components/WorkbookBatchRecordChoices.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/inspector/presentation/WorkbookHistoryPresentation.tsx; workbook/inspector/presentation/WorkbookInspectorShell.tsx	none
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorPublicError	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/features/indicators/ObservationPagingFeedback.tsx; workbook/features/parties/PartyLinkPanel.tsx; workbook/features/parties/PartyLinkRecovery.tsx; workbook/inspector/InspectorCreateRelatedWorkflow.tsx; workbook/timeline/components/TimelineInspectorDetails.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorFeedbackView	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/timeline/components/TimelineMentionsPanel.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorNoticeView	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/features/notes/NoteAssociationRecovery.tsx; workbook/inspector/WorkbookExplicitPatchRecovery.tsx; workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	workbook/inspector/presentation/WorkbookInspectorPanelContent.test.tsx
workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	WorkbookInspectorConfirmation	KEEP named boundary	Inspector metadata, technical details, safe errors, feedback, and confirmation presentation	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/history/WorkbookHistoryRecovery.tsx; workbook/inspector/WorkbookRecordHistoryPresentation.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorPanelData	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorPanelContentModel	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/notes/NoteAssociationPanel.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	inspectorReadData	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/indicators/IndicatorInspectorWorkflow.tsx; workbook/features/indicators/IndicatorLifecycleWorkflow.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorRegionModel	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/notes/NoteAssociationPanel.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	PresentInspectorRegion	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/notes/NoteAssociationPanel.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/timeline/components/TimelineHistoryPanel.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorRegion	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/evidence/useEvidenceWorkbookBindings.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorPanelModel	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/inspector/WorkbookInspectorDeclaredPanelList.tsx	none
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	inspectorPanel	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx	workbook/features/evidence/useEvidenceWorkbookBindings.test.tsx; workbook/features/notes/noteAssociations.test.tsx; workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	savedInspectorRegion	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/evidence/useEvidenceWorkbookBindings.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx	workbook/features/indicators/indicatorLifecycle.characterization.test.tsx; workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	ownedInspectorRegion	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineWorkbookInspectorSections.tsx	workbook/features/notes/noteAssociations.test.tsx
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorPanelContent	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/inspector/WorkbookInspectorDeclaredPanelList.tsx	workbook/features/evidence/useEvidenceWorkbookBindings.test.tsx; workbook/features/notes/noteAssociations.test.tsx
workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx	WorkbookInspectorRegionContent	KEEP named boundary	Public surface: WorkbookInspectorPanelData, WorkbookInspectorPanelContentModel, inspectorReadData	workbook/features/indicators/IndicatorInspectorWorkflow.tsx; workbook/features/indicators/IndicatorLifecycleWorkflow.tsx; workbook/features/notes/NoteAssociationPanel.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx	workbook/inspector/presentation/WorkbookInspectorPanelContent.test.tsx
workbook/inspector/presentation/WorkbookInspectorShell.tsx	WorkbookInspectorSection	KEEP named boundary	Shared inspector shell and declared panel-section layout	workbook/inspector/WorkbookInspectorDeclaredPanelList.tsx	none
workbook/inspector/presentation/WorkbookInspectorShell.tsx	WorkbookInspectorShell	KEEP named boundary	Shared inspector shell and declared panel-section layout	workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	workbookInspectorNoRowMessage	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/presentation/WorkbookInspectorShell.tsx	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	WorkbookInspectorTechnicalField	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/presentation/WorkbookInspectorFeedback.tsx; workbook/inspector/presentation/WorkbookInspectorShell.tsx; workbook/inspector/workbookHistoryPresentationModel.ts; workbook/inspector/workbookInspectorErrorModel.ts	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	WorkbookInspectorActionBinding	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/presentation/WorkbookInspectorActions.tsx	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	WorkbookHistoryEventPresentation	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/presentation/WorkbookHistoryPresentation.tsx; workbook/inspector/workbookHistoryPresentationModel.ts	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	bindWorkbookInspectorAction	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/WorkbookInspectorContextualActions.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	WorkbookInspectorDisabledReason	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/inspector/WorkbookInspectorContextualActions.tsx; workbook/inspector/WorkbookInspectorDeclaredPanelList.tsx; workbook/inspector/presentation/WorkbookInspectorActions.tsx; workbook/timeline/actions/useTimelineCaptureActions.ts; workbook/timeline/components/TimelineWorkbookInspector.tsx	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	ownerInspectorDisabledReason	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/actions/useTimelineCaptureActions.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	workbookInspectorDisabledReasonKey	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/inspector/WorkbookInspectorContextualActions.tsx	none
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	workbookInspectorDisabledReasonText	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/features/coordination/CoordinationWorkflowBindings.tsx; workbook/inspector/WorkbookInspectorContextualActions.tsx; workbook/inspector/presentation/WorkbookInspectorActions.tsx; workbook/timeline/actions/useTimelineCaptureActions.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/presentation/workbookInspectorPresentationModel.ts	workbookInspectorDisabledReason	KEEP named boundary	Inspector action bindings, disabled reasons, technical fields, and History event presentation types	workbook/features/coordination/CoordinationWorkflowBindings.tsx; workbook/inspector/WorkbookInspectorContextualActions.tsx; workbook/inspector/presentation/WorkbookInspectorActions.tsx; workbook/timeline/actions/timelineMentionAuthority.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx
workbook/inspector/useInspectorCreateRelatedWorkflow.ts	useInspectorCreateRelatedWorkflow	KEEP named boundary	React controller for declared related-record authoring and presentation lifetime	workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx	workbook/features/coordination/contextualCreateRecovery.test.tsx; workbook/inspector/useInspectorCreateRelatedWorkflow.test.tsx
workbook/inspector/useRetainedInspectorRow.ts	useRetainedInspectorRow	KEEP named boundary	Retained source observation admission and version comparison	workbook/components/AssessmentWorkbookSurface.tsx; workbook/components/EntityWorkbookSurface.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/hooks/useTimelineInspectorSelection.ts	workbook/inspector/useRetainedInspectorRow.test.ts
workbook/inspector/useWorkbookInspectorCoordinator.ts	useWorkbookInspectorCoordinator	KEEP named boundary	Schema-bound inspector lifecycle coordinator for explicit open/close, stable row subjects, ordered feature invalidation, action completion, and focus restoration ports	workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/composition/useTimelineInspectorStateComposition.ts	workbook/inspector/useWorkbookInspectorCoordinator.test.tsx
workbook/inspector/useWorkbookInspectorEditDraft.ts	useWorkbookInspectorEditDraft	KEEP named boundary	Canonical field/action binding and presentation detachment, independent from query object identity	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineInspectorDetails.tsx	workbook/components/WorkbookReferenceControl.test.tsx; workbook/inspector/useWorkbookInspectorEditDraft.test.tsx; workbook/inspector/workbookInspectorFieldFeedback.test.ts
workbook/inspector/useWorkbookInspectorEditDraft.ts	WorkbookInspectorEditDraft	KEEP named boundary	Canonical field/action binding and presentation detachment, independent from query object identity	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/inspector/WorkbookInspectorDraftFeedback.tsx; workbook/inspector/WorkbookInspectorEditControl.tsx; workbook/inspector/useWorkbookInspectorFieldFeedback.ts	none
workbook/inspector/useWorkbookInspectorFieldFeedback.ts	useWorkbookInspectorFieldFeedback	KEEP named boundary	Captured field/action feedback binding	workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/timeline/components/TimelineInspectorDetails.tsx	workbook/inspector/workbookInspectorFieldFeedback.test.ts
workbook/inspector/useWorkbookInspectorNotice.ts	useWorkbookInspectorNotice	KEEP named boundary	Owner-ledger announcement admission	workbook/inspector/presentation/WorkbookInspectorFeedback.tsx	none
workbook/inspector/useWorkbookRecordHistoryController.ts	useWorkbookRecordHistoryController	KEEP named boundary	Binds shared History reads/actions to the canonical Inspector subject or an explicit Recovery read locator and the existing History owner	workbook/features/entities/WorkbookEntityMergeRecovery.tsx; workbook/history/WorkbookHistoryRecovery.tsx; workbook/history/WorkbookHistoryReview.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/timeline/hooks/useTimelineHistoryActions.ts	workbook/history/workbookHistoryBrowsing.characterization.test.tsx; workbook/inspector/workbookHistoryRecovery.characterization.test.tsx
workbook/inspector/useWorkbookRecordHistoryFocus.ts	useWorkbookRecordHistoryFocus	KEEP named boundary	History action focus coordination using stable action and rollback identities	workbook/inspector/WorkbookInspectorRecordHistory.tsx	none
workbook/inspector/useWorkbookRecordHistoryFocus.ts	historyActionIdentity	KEEP named boundary	History action focus coordination using stable action and rollback identities	workbook/inspector/WorkbookRecordHistoryPresentation.tsx	none
workbook/inspector/useWorkbookRecordHistoryFocus.ts	historyRollbackActionIdentity	KEEP named boundary	History action focus coordination using stable action and rollback identities	workbook/inspector/WorkbookRecordHistoryPresentation.tsx	none
workbook/inspector/useWorkbookRecordHistoryState.ts	useWorkbookRecordHistoryState	KEEP named boundary	One shared browsing/presentation attachment binding for Timeline and other inspectors	workbook/features/entities/WorkbookEntityMergeRecovery.tsx; workbook/history/WorkbookHistoryRecovery.tsx; workbook/history/WorkbookHistoryReview.tsx; workbook/inspector/WorkbookInspectorRecordHistory.tsx; workbook/timeline/hooks/useTimelineHistoryState.ts	workbook/history/workbookHistoryBrowsing.characterization.test.tsx; workbook/inspector/workbookHistoryRecovery.characterization.test.tsx
workbook/inspector/workbookHistoryPresentationModel.ts	workbookHistoryEventPresentation	KEEP named boundary	Builds History event, rollback-label, and pending-operation presentation	workbook/inspector/WorkbookRecordHistoryPresentation.tsx	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx; workbook/inspector/workbookHistoryPresentationModel.test.ts
workbook/inspector/workbookHistoryPresentationModel.ts	workbookHistoryRollbackLabel	KEEP named boundary	Builds History event, rollback-label, and pending-operation presentation	workbook/inspector/WorkbookRecordHistoryPresentation.tsx	workbook/inspector/workbookHistoryPresentationModel.test.ts
workbook/inspector/workbookHistoryPresentationModel.ts	workbookHistoryPendingTechnicalFields	KEEP named boundary	Builds History event, rollback-label, and pending-operation presentation	workbook/inspector/WorkbookRecordHistoryPresentation.tsx	workbook/inspector/workbookHistoryPresentationModel.test.ts
workbook/inspector/workbookInspectorErrorModel.ts	WorkbookInspectorNotice	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/notes/WorkbookNoteAssociationOwner.ts; workbook/history/WorkbookRecordHistoryOwner.ts; workbook/hooks/useEntityTimelinePreview.ts; workbook/inspector/presentation/WorkbookInspectorFeedback.tsx; workbook/inspector/presentation/WorkbookInspectorPanelContent.tsx; workbook/inspector/useWorkbookInspectorNotice.ts; workbook/runtime/WorkbookExplicitPatchOwner.ts	workbook/inspector/presentation/WorkbookInspectorPanelContent.test.tsx
workbook/inspector/workbookInspectorErrorModel.ts	WorkbookInspectorNoticeLedger	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/notes/WorkbookNoteAssociationOwner.ts; workbook/history/WorkbookRecordHistoryOwner.ts; workbook/hooks/useEntityTimelinePreview.ts; workbook/runtime/WorkbookExplicitPatchOwner.ts	workbook/inspector/presentation/WorkbookInspectorPanelContent.test.tsx
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorNoticeIdentity	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/inspector/useWorkbookInspectorNotice.ts	none
workbook/inspector/workbookInspectorErrorModel.ts	WorkbookInspectorErrorPresentation	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/components/EntityWorkbookSurface.tsx; workbook/features/entities/useEntityClipboardPasteController.ts; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/GenericWorkbookInspectorPresentation.tsx; workbook/hooks/useGenericSurfaceMutationController.ts; workbook/inspector/inspectorRelatedRecordModel.ts; workbook/inspector/presentation/WorkbookInspectorFeedback.tsx; workbook/inspector/useWorkbookInspectorFieldFeedback.ts	none
workbook/inspector/workbookInspectorErrorModel.ts	WorkbookInspectorFeedback	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/components/EntityWorkbookSurface.tsx; workbook/features/assessments/AssessmentWorkbookInspector.tsx; workbook/features/assessments/WorkbookAssessmentAuthoringOwner.ts; workbook/features/assessments/useAssessmentWorkbookInspectorComposition.tsx; workbook/features/entities/EntityWorkbookInspector.tsx; workbook/features/entities/useEntityClipboardPasteController.ts; workbook/features/entities/useEntityMergeController.ts; workbook/features/entities/useEntityWorkbookInspectorComposition.tsx; workbook/features/generic/GenericWorkbookInspector.tsx; workbook/features/generic/useGenericWorkbookInspectorComposition.tsx; workbook/features/notes/WorkbookNoteAssociationOwner.ts; workbook/inspector/presentation/WorkbookInspectorFeedback.tsx; workbook/inspector/useInspectorCreateRelatedWorkflow.ts; workbook/inspector/workbookRecordHistoryModel.ts; workbook/runtime/WorkbookExplicitPatchOwner.ts; workbook/timeline/components/TimelineMentionsPanel.tsx; workbook/timeline/components/TimelineWorkbookInspector.tsx; workbook/timeline/hooks/useTimelineCreateRelatedWorkflow.ts; workbook/timeline/hooks/useTimelineEvidenceAttach.ts; workbook/timeline/hooks/useTimelineInspectorFeatureController.ts; workbook/timeline/hooks/useTimelineInspectorSelection.ts; workbook/timeline/hooks/useTimelineKeyboardController.ts; workbook/timeline/hooks/useTimelineMentionActions.ts	none
workbook/inspector/workbookInspectorErrorModel.ts	targetWorkbookInspectorFeedback	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/timeline/hooks/useTimelineEvidenceAttach.ts; workbook/timeline/hooks/useTimelineMentionActions.ts	none
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorErrorPresentation	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/indicators/ObservationPagingFeedback.tsx; workbook/features/notes/NoteAssociationRecovery.tsx; workbook/features/parties/PartyLinkPanel.tsx; workbook/features/parties/PartyLinkRecovery.tsx; workbook/hooks/useGenericSurfaceMutationController.ts; workbook/inspector/WorkbookExplicitPatchRecovery.tsx; workbook/inspector/useInspectorCreateRelatedWorkflow.ts; workbook/inspector/useWorkbookInspectorFieldFeedback.ts; workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/inspector/workbookRecordHistoryModel.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx; workbook/inspector/workbookInspectorErrorModel.test.ts
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorMessageFeedback	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/assessments/WorkbookAssessmentAuthoringOwner.ts; workbook/features/entities/useEntityMergeController.ts; workbook/inspector/useInspectorCreateRelatedWorkflow.ts; workbook/inspector/useWorkbookRecordHistoryController.ts; workbook/inspector/workbookRecordHistoryOperation.ts; workbook/timeline/composition/useTimelineInspectorWorkflowComposition.ts; workbook/timeline/hooks/useTimelineCreateRelatedWorkflow.ts; workbook/timeline/hooks/useTimelineEvidenceAttach.ts; workbook/timeline/hooks/useTimelineInspectorFeatureController.ts; workbook/timeline/hooks/useTimelineInspectorSelection.ts; workbook/timeline/hooks/useTimelineKeyboardController.ts; workbook/timeline/hooks/useTimelineMentionActions.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx; workbook/inspector/workbookInspectorErrorModel.test.ts
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorOperationFailureFeedback	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/assessments/WorkbookAssessmentAuthoringOwner.ts; workbook/features/entities/useEntityMergeController.ts	workbook/inspector/presentation/WorkbookInspectorPresentation.test.tsx; workbook/inspector/workbookInspectorErrorModel.test.ts
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorLocalErrorFeedback	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/features/assessments/WorkbookAssessmentAuthoringOwner.ts; workbook/features/entities/useEntityMergeController.ts; workbook/inspector/useInspectorCreateRelatedWorkflow.ts; workbook/inspector/useWorkbookRecordHistoryController.ts	workbook/inspector/workbookInspectorErrorModel.test.ts
workbook/inspector/workbookInspectorErrorModel.ts	workbookInspectorLocalErrorPresentation	KEEP named boundary	Shared inspector error and operation-feedback presentation models	workbook/components/EntityWorkbookSurface.tsx; workbook/features/entities/useEntityClipboardPasteController.ts; workbook/hooks/useGenericSurfaceMutationController.ts; workbook/inspector/useInspectorCreateRelatedWorkflow.ts	workbook/inspector/workbookInspectorErrorModel.test.ts
workbook/inspector/workbookInspectorFieldFeedback.ts	InspectorFieldFeedbackIdentity	KEEP named boundary	Pure captured feedback identity and matching	workbook/inspector/useWorkbookInspectorFieldFeedback.ts	none
workbook/inspector/workbookInspectorFieldFeedback.ts	inspectorFieldFeedback	KEEP named boundary	Pure captured feedback identity and matching	workbook/inspector/useWorkbookInspectorFieldFeedback.ts	workbook/inspector/workbookInspectorFieldFeedback.test.ts
